"SAID","sample_address","zipcode","soil_remediation_status","soil_remediation_date","soil_sample_date","high_lead_result"
61613,"6632 SEWARD ST",68104,NA,NA,NA,NA
34379,"4518 N 42 ST",68111,"Ineligible",NA,2003-12-19,105.34
51062,"613 S 51 ST",68106,"Ineligible",NA,2004-12-01,188.04
23096,"114 N 38 ST",68131,"Remediated",2012-09-24,2012-06-08,431
84422,"1440 READ ST",68112,NA,NA,NA,NA
74630,"5405 PINE ST",68106,NA,NA,NA,NA
62550,"6321 TAYLOR CR",68104,NA,NA,NA,NA
23223,"139 N 38 AV",68131,NA,NA,NA,NA
75086,"10427 N 53 ST",68152,NA,NA,NA,NA
12758,"1715 VAN CAMP AV",68108,"Eligible",NA,2003-09-20,546.65
64346,"4608 CAMDEN AV",68104,NA,NA,NA,NA
5655,"2516 HARTMAN AV",68111,"Ineligible",NA,2003-06-17,306.68
81128,"5839 ERSKINE ST",68104,NA,NA,NA,NA
82413,"5660 MARCY ST",68106,NA,NA,NA,NA
65462,"315 POPPLETON AV",68108,NA,NA,NA,NA
37293,"5372 N 27 AV",68111,NA,NA,NA,NA
38600,"5970 N 33 ST",68111,NA,NA,NA,NA
92590,"1115 N 27 ST",68131,"Ineligible",NA,2009-05-14,44
29895,"2866 MAPLE ST",68111,"Remediated",2011-03-30,2004-10-05,508.88
63392,"4959 NEWPORT AV",68152,NA,NA,NA,NA
75324,"4879 S 50 AV",68117,NA,NA,NA,NA
30337,"3215 N 40 AV",68111,"Remediated",2004-09-23,2003-11-11,1620
17546,"2317 S 30 ST",68105,"Ineligible",NA,2003-10-23,138.3
10159,"4530 S 34 ST",68107,"Remediated",2013-09-13,2004-07-27,551.03
45576,"6043 S 41 ST",68107,"Ineligible",NA,2004-01-28,68.9
83055,"5014 S 20 ST",68107,NA,NA,NA,NA
11985,"4118 S 21 ST",68107,"Eligible",NA,2004-07-22,716.96
81750,"5015 EMMET ST",68104,NA,NA,NA,NA
94973,"2110 OAK ST",68108,"Remediated",2011-10-20,2010-11-04,613
70857,"722 N HAPPY HOLLOW BD",68132,"Ineligible",NA,2009-07-17,273
49739,"4610 CASS ST",68132,"Ineligible",NA,2008-06-17,83
88322,NA,NA,NA,NA,NA,NA
25324,"3635 HAMILTON ST",68131,"Ineligible",NA,2006-10-18,193.47
42589,"8103 N 34 ST",68112,NA,NA,NA,NA
49432,"3334 HARRISON ST",68147,"Ineligible",NA,2004-10-27,33.63
49810,"4806 WEBSTER ST",68132,"Remediated",2010-09-29,2009-09-02,547
41215,"3968 READ ST",68112,"Ineligible",NA,2004-01-10,71.32
30231,"3011 N 25 ST",68111,"Remediated",2011-03-17,2004-09-02,625.07
31489,"2512 EMMET ST",68111,"Remediated",2007-12-31,2003-09-23,1006.5
28684,"3310 OHIO ST",68111,"Ineligible",NA,2012-05-22,238
58287,"6943 LAFAYETTE AV",68132,NA,NA,NA,NA
10388,"4533 S 18 ST",68107,"Ineligible",NA,2003-08-18,158.94
60280,"3135 N 58 ST",68104,NA,NA,NA,NA
65238,"6123 READ ST",68152,NA,NA,NA,NA
13162,"3512 S 31 ST",68105,"Ineligible",NA,2014-05-07,260
40764,"6912 N 33 ST",68112,"Ineligible",NA,2009-04-29,72
255,"1702 N 38 ST",68111,"Ineligible",NA,1999-03-26,90.6
17642,"2026 CASTELAR ST",68108,"Ineligible",NA,2009-07-28,327
15380,"2813 S 32 ST",68105,"Ineligible",NA,2003-11-03,126.69
29768,"2812 N 19 ST",68110,"Remediated",2006-09-26,2003-11-17,1020
77852,"6005 N 69 ST",68104,NA,NA,NA,NA
69138,"5025 N 59 ST",68104,NA,NA,NA,NA
18786,"1807 CENTER ST",68108,"Remediated",2006-04-10,2004-09-28,1053
79049,"3101 S 56 ST",68106,NA,NA,NA,NA
82178,"5809 HASCALL ST",68106,NA,NA,NA,NA
78662,"6105 ELLISON AV",68104,NA,NA,NA,NA
83715,"4310 N 48 ST",68104,NA,NA,NA,NA
78821,"6901 OGDEN ST",68104,NA,NA,NA,NA
76537,"6522 LAFAYETTE AV",68132,NA,NA,NA,NA
31235,"1462 LOTHROP ST",68110,"Remediated",2014-11-04,2003-08-05,415.41
74540,"6011 N 48 ST",68104,NA,NA,NA,NA
88258,NA,NA,NA,NA,NA,NA
69956,"2530 N 61 ST",68104,NA,NA,NA,NA
72318,"5427 S 49 ST",68117,NA,NA,NA,NA
63589,"2499 N 47 AV",68104,"Ineligible",NA,2008-10-22,181
48349,"5020 S 39 ST",68107,"Ineligible",NA,2005-01-13,156.33
68156,"4707 C ST",68106,NA,NA,NA,NA
56020,"14715 N 47 ST",68152,NA,NA,NA,NA
61262,"2008 N 70 AV",68104,NA,NA,NA,NA
10117,"4602 S 33 ST",68107,"Remediated",2009-10-20,2005-07-27,678.07
44487,"4219 MADISON ST",68107,"Ineligible",NA,2005-01-17,43.3
50255,"2106 N 16 ST",68110,"Ineligible",NA,2004-05-07,319.7
38522,"2448 LAUREL AV",68111,"Ineligible",NA,2004-09-22,291.11
44534,"3412 MONROE ST",68107,"Ineligible",NA,2005-11-14,157.28
78508,"4922 N 63 ST",68104,NA,NA,NA,NA
13331,"3840 VALLEY ST",68105,"Ineligible",NA,2004-08-19,65.38
86109,"4726 S 49 ST",68117,NA,NA,NA,NA
18175,"2227 S 11 ST",68108,"Remediated",2007-10-10,2004-07-29,926.38
32224,"3340 PRATT ST",68111,"Ineligible",NA,2004-08-27,96.77
51384,"109 S 50 ST",68132,"Ineligible",NA,2005-08-10,138.55
80993,"2418 N 56 ST",68104,NA,NA,NA,NA
61655,"321 S 70 AV",68132,NA,NA,NA,NA
45851,"1709 WASHINGTON ST",68107,"Ineligible",NA,2004-11-24,59.55
40721,"3717 ERNST ST",68112,NA,NA,NA,NA
71105,"4776 JAYNES ST",68104,NA,NA,NA,NA
67429,"6846 PACIFIC ST",68106,NA,NA,NA,NA
19468,"412 WALNUT ST",68108,"Eligible",NA,2006-04-18,449.86
86100,"3212 DODGE ST",68131,NA,NA,NA,NA
28704,"2509 N 20 ST",68110,"Ineligible",NA,2004-01-20,264.56
32944,"3925 N 40 AV",68111,"Ineligible",NA,2014-06-10,77
40847,"3035 WHITMORE ST",68112,NA,NA,NA,NA
34694,"2564 MEREDITH AV",68111,"Ineligible",NA,2014-05-28,368
48076,"2207 Q ST",68107,"Eligible",NA,2014-05-05,1065
71104,"4770 JAYNES ST",68104,NA,NA,NA,NA
11641,"4220 S 18 ST",68107,"Ineligible",NA,2003-07-29,187.73
34478,"3173 MEREDITH AV",68111,"Ineligible",NA,2004-12-03,326
68562,"4738 FOWLER AV",68104,NA,NA,NA,NA
75735,"3329 N 56 ST",68104,NA,NA,NA,NA
38208,"4038 LAUREL AV",68111,"Ineligible",NA,2003-12-20,45.33
62441,"3063 S 48 ST",68106,NA,NA,NA,NA
62895,"7185 N 50 ST",68152,NA,NA,NA,NA
85018,"3108 N 45 ST",68104,"Ineligible",NA,2008-11-03,305
22412,"2507 JONES ST",68105,"Remediated",2004-07-28,2004-01-29,3112.1
2581,"3317 FRANKLIN ST",68111,"Remediated",2014-05-16,2003-06-17,718.4
22095,"844 S 21 ST",68108,"Ineligible",NA,2005-09-01,384.83
75276,"4851 S 51 ST",68117,NA,NA,NA,NA
28795,"2111 OHIO ST",68110,"Ineligible",NA,2015-01-30,272
65122,"7018 N 65 AV",68152,NA,NA,NA,NA
77575,"4316 N 30 ST",68111,NA,NA,NA,NA
19939,"1428 S 11 ST",68108,"Remediated",2015-09-04,2003-11-20,401.4
13105,"1710 B ST",68108,"Ineligible",NA,2003-09-26,388.27
36575,"5313 N 39 CR",68111,"Ineligible",NA,2003-12-07,121.38
28591,"1416 SHERWOOD AV",68110,"Ineligible",NA,2005-08-25,296.84
87074,"5138 PINE ST",68106,NA,NA,NA,NA
40011,"2865 NEWPORT AV",68112,"Ineligible",NA,2003-12-15,330.7
49136,"4702 S 14 ST",68107,"Ineligible",NA,2004-01-22,119.2
88736,NA,NA,NA,NA,NA,NA
77563,"2311 SAHLER ST",68110,"Ineligible",NA,2007-10-11,141
43748,"4228 POLK ST",68107,"Ineligible",NA,2003-10-24,316.34
88541,NA,NA,NA,NA,NA,NA
26555,"1802 N 34 ST",68111,"Remediated",2006-04-18,2004-05-19,1181.8
86610,"1907 S 61 ST",68106,NA,NA,NA,NA
61983,"5213 PINE ST",68106,NA,NA,NA,NA
78081,"6452 PIERCE ST",68106,NA,NA,NA,NA
15184,"2813 S 38 AV",68105,"Ineligible",NA,2003-10-14,173.2
35219,"4734 N 40 ST",68111,"Ineligible",NA,2003-11-18,350.3
61804,"5818 NORTHWEST DR",68104,NA,NA,NA,NA
24656,"912 MERCER PARK RD",68131,"Ineligible",NA,2003-06-11,386
88565,NA,NA,NA,NA,NA,NA
83148,"5331 R ST",68117,NA,NA,NA,NA
50213,"5716 S 29 AV",68107,"Ineligible",NA,2004-05-17,79.56
80921,"2809 N 58 ST",68104,NA,NA,NA,NA
42123,"3304 FOREST LAWN AV",68112,NA,NA,NA,NA
55714,"811 S 49 ST",68106,NA,NA,NA,NA
68545,"4615 LARIMORE AV",68104,NA,NA,NA,NA
41735,"3373 WEBER ST",68112,NA,NA,NA,NA
18847,"4108 S 36 AV",68107,"Ineligible",NA,2005-01-12,136.79
41727,"2518 IOWA ST",68112,NA,NA,NA,NA
24532,"3618 BURT ST",68131,NA,NA,NA,NA
45669,"6037 S 34 AV",68107,"Ineligible",NA,2004-11-30,41.1
83190,"5604 S 56 ST",68117,NA,NA,NA,NA
36481,"2807 FORT ST",68111,"Remediated",2009-11-09,2009-06-10,753
1341,"4702 N 47 ST",68104,"Ineligible",NA,1999-04-22,98.3
34681,"2904 MEREDITH AV",68111,"Remediated",2006-06-12,2004-10-12,3530
22131,"906 S 27 ST",68105,"Ineligible",NA,2004-08-12,161.93
39422,"6329 N 33 AV",68111,"Ineligible",NA,2003-12-17,303.6
5587,"1938 S 10 ST",68108,"Remediated",2010-09-27,2005-12-06,690.05
29041,"3735 CORBY ST",68111,"Ineligible",NA,2005-05-25,195.93
35032,"4721 N 39 ST",68111,"Remediated",2014-08-19,2005-09-15,403.33
42437,"7722 N 29 ST",68112,"Ineligible",NA,2004-01-12,104.03
71985,"821 S 50 AV",68106,NA,NA,NA,NA
19741,"3503 WOOLWORTH AV",68105,"Ineligible",NA,2003-11-03,197
75165,"4523 JAYNES ST",68104,NA,NA,NA,NA
41747,"7406 NORTH RIDGE DR",68112,NA,NA,NA,NA
3205,"2763 S 13 ST",68108,"Remediated",2003-09-24,2003-06-24,447.62
66752,"5016 UNDERWOOD AV",68132,NA,NA,NA,NA
38468,"4036 CROWN POINT AV",68111,NA,NA,NA,NA
76508,"6137 HAMILTON ST",68132,NA,NA,NA,NA
80130,"5016 S 49 ST",68117,NA,NA,NA,NA
64056,"8415 N 47 ST",68152,NA,NA,NA,NA
78576,"6311 PARK LANE DR",68104,NA,NA,NA,NA
17042,"2334 S 34 ST",68105,"Ineligible",NA,2003-10-13,318.59
81633,"5042 PINKNEY ST",68104,NA,NA,NA,NA
16902,"2433 S 17 ST",68108,"Ineligible",NA,2003-08-12,360.14
47069,"5717 S 15 ST",68107,"Ineligible",NA,2004-12-03,256.37
81622,"3520 1/2 N 50 ST",68104,NA,NA,NA,NA
15918,"3605 GOLD ST",68105,"Ineligible",NA,2004-08-16,93.45
38105,"3851 LAUREL AV",68111,NA,NA,NA,NA
47134,"3638 U ST",68107,"Remediated",2011-10-24,2011-06-24,580
15317,"2818 S 32 ST",68105,"Remediated",2012-05-18,2005-06-30,449.22
25404,"4018 HAMILTON ST",68131,NA,NA,NA,NA
90168,NA,NA,NA,NA,NA,NA
62292,"6705 CORBY ST",68104,NA,NA,NA,NA
73396,"3512 N 47 AV",68104,NA,NA,NA,NA
29397,"3024 CORBY ST",68111,"Ineligible",NA,2003-08-04,322.78
38598,"5936 N 33 AV",68111,NA,NA,NA,NA
33639,"4112 N 39 ST",68111,"Ineligible",NA,2009-05-27,174
16344,"405 BANCROFT ST",68108,"Ineligible",NA,2003-08-17,71.94
15730,"2731 S 12 ST",68108,"Remediated",2011-08-04,2003-11-19,720.4
38306,"4215 CROWN POINT AV",68111,NA,NA,NA,NA
44086,"4329 MONROE ST",68107,"Ineligible",NA,2008-12-10,195
40079,"2433 NEWPORT AV",68112,"Ineligible",NA,2003-12-22,255.67
85923,"5809 ELM ST",68106,NA,NA,NA,NA
57895,"2419 N 52 ST",68104,NA,NA,NA,NA
59290,"6609 EMMET ST",68104,NA,NA,NA,NA
41935,"2939 SCOTT ST",68112,"Ineligible",NA,2003-12-21,169.6
57575,"2525 S 46 AV",68106,NA,NA,NA,NA
10586,"4383 S 42 ST",68107,"Ineligible",NA,2020-04-14,101
93561,"4511 1/2 S 26 ST",68107,NA,NA,NA,NA
66543,"833 DILLON DR",68132,NA,NA,NA,NA
23024,"204 S 24 ST",68102,NA,NA,NA,NA
80474,"4653 SPRING ST",68106,NA,NA,NA,NA
81656,"4920 PINKNEY ST",68104,NA,NA,NA,NA
817,"2761 LAUREL AV",68111,"Ineligible",NA,1999-12-07,172.5
24512,"828 N 41 AV",68131,"Eligible",NA,2014-03-06,954
45812,"1909 WASHINGTON ST",68107,"Ineligible",NA,2003-12-17,242.6
76315,"6023 SEWARD ST",68104,"Ineligible",NA,2012-07-16,81
71466,"6848 GIRARD ST",68152,NA,NA,NA,NA
48510,"3716 O ST",68107,"Ineligible",NA,2004-12-21,111.28
23575,"324 N 36 AV",68131,"Ineligible",NA,2003-09-23,226.5
2026,"615 N 34 ST",68131,"Remediated",2002-07-22,2001-07-24,815.2
227,"1610 N 35 ST",68111,"Remediated",2000-12-31,1999-11-01,637.6
83153,"5602 S ST",68117,NA,NA,NA,NA
19395,"1702 S 12 ST",68108,"Remediated",2011-09-30,2003-09-05,596.41
30869,"2215 LOTHROP ST",68110,"Ineligible",NA,2003-08-27,316.2
5533,"1808 MIAMI ST",68110,"Ineligible",NA,2002-10-29,384.6
71480,"1717 B ST",68108,NA,NA,NA,NA
75504,"751 S 69 ST",68106,NA,NA,NA,NA
46258,"3415 X ST",68107,"Ineligible",NA,2004-11-23,161.9
69125,"4921 N 60 ST",68104,NA,NA,NA,NA
60163,"5829 RUGGLES ST",68104,NA,NA,NA,NA
86104,"3528 DODGE ST",68131,NA,NA,NA,NA
59713,"7067 BEDFORD AV",68104,NA,NA,NA,NA
81531,"4921 PRATT ST",68104,NA,NA,NA,NA
67837,"724 N 66 ST",68132,NA,NA,NA,NA
20137,"1411 S 13 ST",68108,"Remediated",2012-07-22,2004-07-13,437.23
82919,"4943 SPAULDING ST",68104,NA,NA,NA,NA
30636,"1623 SPENCER ST",68110,"Remediated",2011-09-20,2005-01-17,617.74
64075,"8342 N 46 ST",68152,NA,NA,NA,NA
35688,"4122 SARATOGA ST",68111,NA,NA,NA,NA
56885,"3911 S 29 ST",68107,NA,NA,NA,NA
79022,"3134 S 52 ST",68106,NA,NA,NA,NA
84394,"3624 BROWNE ST",68111,"Ineligible",NA,2014-04-14,85
51996,"5124 IZARD ST",68132,"Ineligible",NA,2008-12-02,194
43399,"11421 NORTH POST RD",68112,"Ineligible",NA,2004-01-12,42.83
56033,"13616 N 47 ST",68152,NA,NA,NA,NA
57499,"5319 N 47 AV",68104,NA,NA,NA,NA
42209,"3119 CRAIG AV",68112,"Ineligible",NA,2003-12-22,172.1
71851,"5310 IDA ST",68152,NA,NA,NA,NA
47808,"3814 R ST",68107,"Ineligible",NA,2010-12-17,381
67516,"5612 PINE ST",68106,NA,NA,NA,NA
43475,"12037 N 40 ST",68112,"Ineligible",NA,2004-01-29,38.47
77866,"6906 KANSAS AV",68104,NA,NA,NA,NA
58741,"6008 PINKNEY ST",68104,NA,NA,NA,NA
10937,"4212 HILLSDALE AV",68107,"Ineligible",NA,2003-08-21,69.1
33221,"4022 N 42 ST",68111,"Ineligible",NA,2004-01-19,84.2
67223,"871 S 60 ST",68106,NA,NA,NA,NA
42175,"7728 N 39 ST",68112,"Ineligible",NA,2003-12-05,50.28
73466,"4512 S 60 AV",68117,NA,NA,NA,NA
36139,"2724 BROWNE ST",68111,"Ineligible",NA,2005-09-22,253.83
24174,"3414 CALIFORNIA ST",68131,"Remediated",2013-07-29,2004-10-11,631.12
16766,"2502 S 20 AV",68108,"Remediated",2010-04-10,2009-07-09,862
91048,"1905 OGDEN ST",NA,"Ineligible",NA,2013-05-09,89
49541,"4824 FARNAM ST",68132,"Eligible",NA,2005-10-17,416.37
42056,"2864 WEBER ST",68112,NA,NA,NA,NA
47497,"3029 S ST",68107,"Ineligible",NA,2005-01-12,57.82
31822,"3541 N 39 ST",68111,"Ineligible",NA,2003-11-18,154.85
21030,"506 POPPLETON AV",68108,"Ineligible",NA,2004-07-28,227.63
33009,"3451 RUGGLES ST",68111,"Ineligible",NA,2004-08-27,60.08
49634,"4815 DAVENPORT ST",68132,"Ineligible",NA,2008-07-17,382
55876,"2305 S 49 ST",68106,NA,NA,NA,NA
69005,"5910 MAPLE ST",68104,NA,NA,NA,NA
78810,"5519 N 69 ST",68104,NA,NA,NA,NA
18798,"1920 S 10 ST",68108,NA,NA,NA,NA
15668,"3410 WRIGHT ST",68105,"Ineligible",NA,2014-05-22,229
43007,"8812 N 30 ST",68112,"Ineligible",NA,2004-01-17,118.49
80548,"4510 HASCALL ST",68106,NA,NA,NA,NA
62483,"4684 OAK ST",68106,NA,NA,NA,NA
59501,"6780 EMMET ST",68104,NA,NA,NA,NA
34472,"4552 N 38 ST",68111,"Remediated",2011-07-15,2004-01-18,652.4
41668,"2870 IOWA ST",68112,NA,NA,NA,NA
16001,"2319 BANCROFT ST",68108,"Remediated",2009-09-02,2004-10-04,797.62
69276,"2035 N 49 AV",68104,NA,NA,NA,NA
25370,"4036 HAMILTON ST",68131,"Ineligible",NA,2008-12-01,266
5154,"4385 LAFAYETTE AV",68131,"Ineligible",NA,2001-07-23,263.8
45428,"1302 MADISON ST",68107,"Ineligible",NA,2005-01-06,323.83
83948,"4535 MONROE ST",68117,NA,NA,NA,NA
48212,"5054 S 38 ST",68107,NA,NA,NA,NA
73611,"4607 S 63 ST",68117,NA,NA,NA,NA
60461,"4540 N 62 ST",68104,NA,NA,NA,NA
49498,"405 S 48 AV",68132,"Remediated",2012-06-05,2004-11-29,440.75
70904,"663 N 57 AV",68132,NA,NA,NA,NA
66447,"1014 N 64 ST",68132,NA,NA,NA,NA
47721,"5410 S 20 ST",68107,"Ineligible",NA,2006-01-03,250.01
10743,"3958 I ST",68107,"Remediated",2010-08-18,2004-09-28,673.77
13102,"1712 B ST",68108,"Remediated",2010-03-31,2004-08-04,466.73
31042,"3320 JOHN A CREIGHTON BD",68111,"Ineligible",NA,2008-06-19,397
77263,"838 S 49 AV",68106,NA,NA,NA,NA
51009,"5052 LEAVENWORTH ST",68106,NA,NA,NA,NA
64278,"4530 T ST",68117,NA,NA,NA,NA
82083,"5702 PARKER ST",68104,NA,NA,NA,NA
43673,"4337 POLK ST",68107,"Ineligible",NA,2004-05-19,105.49
34245,"4431 COMMERCIAL AV",68110,"Ineligible",NA,2015-08-19,353
71611,"4683 NEBRASKA AV",68104,NA,NA,NA,NA
23528,"4331 CHICAGO ST",68131,"Ineligible",NA,2003-07-02,367.69
27088,"1841 FLORENCE BD",68110,"Ineligible",NA,2004-10-13,124.88
77140,"123 S 32 AV",68131,NA,NA,NA,NA
11959,"3916 F ST",68107,"Ineligible",NA,2003-09-16,185.8
37934,"2430 HARTMAN AV",68111,"Remediated",2008-11-25,2005-11-16,534.83
46054,"4138 Y ST",68107,"Ineligible",NA,2014-05-29,157
95083,"1137 S 8 ST",68108,"Remediated",2020-07-14,2013-05-30,968
43125,"9610 N 29 ST",68112,"Ineligible",NA,2004-01-12,57.74
45785,"6118 S 33 ST",68107,"Ineligible",NA,2003-11-25,65.91
51256,"314 S 49 AV",68132,"Remediated",2010-07-22,2004-11-23,431
79295,"5323 LARIMORE AV",68104,NA,NA,NA,NA
48391,"5005 S 42 ST",68107,"Ineligible",NA,2004-01-07,173.24
20053,"1417 S 11 ST",68108,"Remediated",2008-10-06,2003-09-25,734.21
36653,"1805 FORT ST",68110,"Ineligible",NA,2010-10-19,174
37547,"5604 N 44 AV",68111,NA,NA,NA,NA
67626,"4531 WEIR ST",68117,NA,NA,NA,NA
72834,"2205 S 57 ST",68106,NA,NA,NA,NA
26701,"2187 PARKER CR",68110,"Ineligible",NA,2004-08-27,182.83
63582,"2473 N 47 AV",68104,"Ineligible",NA,2008-10-16,266
60092,"6139 MANDERSON ST",68104,NA,NA,NA,NA
3093,"2006 OHIO ST",68110,"Eligible",NA,2018-08-27,525
19715,"1448 S 16 ST",68108,"Remediated",2005-06-25,2003-12-09,1573
34481,"2552 AMES AV",68111,"Remediated",2010-12-03,2003-11-22,571.38
74596,"5621 S 46 ST",68117,NA,NA,NA,NA
64390,"4514 BROWNE ST",68104,NA,NA,NA,NA
31084,"2009 EDWARD R DANNER PA",68110,"Ineligible",NA,2004-09-13,157.16
87698,"5273 POTTER PA",68152,NA,NA,NA,NA
23765,"424 N 43 ST",68131,"Ineligible",NA,2003-07-07,233
24311,"3217 WEBSTER ST",68131,"Remediated",2018-10-24,2015-03-17,2562
32707,"1825 MANDERSON ST",68110,"Remediated",2012-08-06,2005-09-06,446
39915,"6541 N 40 ST",68112,NA,NA,NA,NA
61019,"2318 N 69 ST",68104,NA,NA,NA,NA
46666,"3905 V ST",68107,"Ineligible",NA,2004-12-02,265.47
60712,"6304 N 46 AV",68104,NA,NA,NA,NA
14307,"3072 S 34 ST",68105,"Ineligible",NA,2003-10-13,135.7
33714,"3920 N 17 ST",68110,"Remediated",2007-12-31,2006-08-21,1550
59618,"6932 WIRT ST",68104,NA,NA,NA,NA
44536,"3334 MONROE ST",68107,"Ineligible",NA,2006-09-15,111.91
51624,"5110 CASS ST",68132,"Remediated",2012-06-26,2004-12-21,519.91
28753,"2705 N 45 ST",68104,"Ineligible",NA,2008-01-21,293
35986,"5016 N 21 ST",68110,"Ineligible",NA,2013-08-08,159
67510,"5611 WOOLWORTH AV",68106,NA,NA,NA,NA
75895,"5432 S 50 AV",68117,NA,NA,NA,NA
73475,"4513 S 61 ST",68117,NA,NA,NA,NA
57880,"4674 WEIR ST",68117,NA,NA,NA,NA
73796,"5911 1/2 N 60 ST",68104,NA,NA,NA,NA
76036,"6015 PARKER ST",68104,NA,NA,NA,NA
63130,"5830 CEDAR ST",68106,NA,NA,NA,NA
37496,"5609 N 44 ST",68111,NA,NA,NA,NA
28962,"2122 OHIO ST",68110,"Remediated",2011-03-22,2009-06-30,468
66366,"818 PARKWOOD LA",68132,NA,NA,NA,NA
80690,"4929 CURLEW LA",68106,NA,NA,NA,NA
59011,"6318 MILITARY AV",68104,NA,NA,NA,NA
33351,"4002 N 26 AV",68111,"Ineligible",NA,2005-09-20,225.14
24223,"623 N 44 ST",68131,"Remediated",2009-12-15,2008-07-30,493
76289,"6116 SEWARD ST",68104,NA,NA,NA,NA
17377,"2117 CASTELAR ST",68108,"Remediated",2011-10-05,2003-09-25,538.4
85610,"6103 OHERN ST",68117,NA,NA,NA,NA
95662,"5328 S 17 ST",68107,"Ineligible",NA,2012-11-16,42
29888,"2880 MAPLE ST",68111,"Remediated",2010-07-13,2009-05-26,1502
71329,"5828 HAMILTON ST",68132,NA,NA,NA,NA
40307,"3027 TITUS AV",68112,NA,NA,NA,NA
47730,"5314 S 32 ST",68107,"Remediated",2010-05-07,2004-10-13,796.05
61361,"6759 BLONDO ST",68104,NA,NA,NA,NA
45652,"6043 S 36 AV",68107,"Ineligible",NA,2004-01-09,68.22
25459,"3602 HAMILTON ST",68131,"Remediated",2010-05-02,2003-12-07,674.67
15720,"2730 S 12 ST",68108,"Ineligible",NA,2006-05-01,201.28
62736,"6321 RUGGLES ST",68104,NA,NA,NA,NA
86169,"4504 S 48 ST",68117,NA,NA,NA,NA
67880,"608 FAIRACRES RD",68132,NA,NA,NA,NA
55384,"2706 EDWARD BABE GOMEZ AV",68107,NA,NA,NA,NA
1135,"3992 IOWA ST",68112,"Ineligible",NA,1999-09-13,65
73206,"4723 HUNTINGTON AV",68152,NA,NA,NA,NA
70238,"2035 N 65 AV",68104,NA,NA,NA,NA
77465,"6239 KANSAS AV",68104,NA,NA,NA,NA
87281,"4306 S 61 ST",68117,NA,NA,NA,NA
38844,"4469 NEBRASKA AV",68111,NA,NA,NA,NA
65547,"1508 N HAPPY HOLLOW BD",68104,"Ineligible",NA,2009-06-23,249
13358,"3634 VALLEY ST",68105,"Ineligible",NA,2004-08-25,96.48
1433,"5322 N 25 ST",68111,"Ineligible",NA,2006-05-03,74.89
13054,"4515 GROVER ST",68106,"Ineligible",NA,2003-10-06,273.95
62798,"7005 N 53 ST",68152,NA,NA,NA,NA
89639,NA,NA,NA,NA,NA,NA
58111,"5905 FORT ST",68104,NA,NA,NA,NA
46979,"3723 U ST",68107,"Ineligible",NA,2004-11-03,280.67
42611,"4317 STATE ST",68112,NA,NA,NA,NA
83956,"4625 MONROE ST",68117,NA,NA,NA,NA
90006,NA,NA,NA,NA,NA,NA
85266,"4866 S 56 ST",68117,NA,NA,NA,NA
47465,"4418 S ST",68107,"Ineligible",NA,2004-10-25,153.54
10472,"4417 S 40 ST",68107,"Ineligible",NA,2004-08-05,132.95
41795,"3506 WEBER CR",68112,NA,NA,NA,NA
19914,"1506 S 25 ST",68105,"Ineligible",NA,2003-09-02,380.66
65458,"211 POPPLETON AV",68108,NA,NA,NA,NA
51730,"4903 UNDERWOOD AV",68132,"Ineligible",NA,2005-09-08,364.01
36133,"5127 N 38 ST",68111,"Ineligible",NA,2003-12-08,107.53
13245,"3819 VALLEY ST",68105,"Ineligible",NA,2004-09-14,128.85
46878,"3636 V ST",68107,"Remediated",2011-06-11,2004-11-18,699.13
59666,"7066 MAPLE ST",68104,NA,NA,NA,NA
67764,"5507 HARNEY ST",68132,NA,NA,NA,NA
18318,"2212 S 10 ST",68108,"Remediated",2005-12-31,2003-07-02,1263.4
17109,"2327 S 34 ST",68105,"Remediated",2005-04-27,2004-07-20,1285.8
12004,"4255 E ST",68107,"Ineligible",NA,2003-09-03,60.1
23266,"4352 DAVENPORT ST",68131,"Remediated",2011-07-18,2003-07-21,700.3
91479,NA,NA,NA,NA,NA,NA
65132,"6816 N 65 AV",68152,NA,NA,NA,NA
76883,"4712 CENTER ST",68106,NA,NA,NA,NA
42801,"8321 NORTH RIDGE DR-E",68112,NA,NA,NA,NA
60481,"4540 N 60 AV",68104,NA,NA,NA,NA
64199,"3017 N 50 AV",68104,NA,NA,NA,NA
87198,"6057 H ST",68117,NA,NA,NA,NA
28931,"2602 N 24 ST",68110,"Ineligible",NA,2004-10-19,341.64
58024,"4726 BLONDO ST",68104,"Ineligible",NA,2009-04-29,77
83911,"6802 S 45 ST",68117,NA,NA,NA,NA
36311,"2415 CAMDEN AV",68111,"Ineligible",NA,2004-10-25,187.91
46339,"1601 Y ST",68107,"Ineligible",NA,2003-12-17,143.42
79804,"8806 RAVEN OAKS DR",68152,NA,NA,NA,NA
28396,"2026 WILLIS AV",68110,"Ineligible",NA,2019-12-17,78
73270,"2562 LEAVENWORTH ST",68105,NA,NA,NA,NA
88382,NA,NA,NA,NA,NA,NA
30053,"1804 LOCUST ST",68110,"Ineligible",NA,2003-11-14,315.73
72484,"5226 S 50 ST",68117,NA,NA,NA,NA
2254,"2715 SARATOGA ST",68111,"Remediated",2002-07-23,2001-07-24,553.6
72777,"6048 S 49 AV",68117,NA,NA,NA,NA
5671,"1517 WILLIS AV",68110,"Eligible",NA,2005-08-31,429.7
81162,"5844 ERSKINE ST",68104,NA,NA,NA,NA
46587,"5825 S 19 ST",68107,"Ineligible",NA,2004-11-15,218.51
